Date,CallWall,PutWall
2026-06-26,1050.0,940.0
2026-06-29,1050.0,940.0
2026-06-30,1000.0,940.0
2026-07-01,1000.0,940.0
2026-07-02,1000.0,980.0
2026-07-06,1000.0,940.0
2026-07-07,1000.0,940.0
2026-07-08,1000.0,940.0
2026-07-09,1000.0,940.0
2026-07-10,1000.0,940.0
2026-07-13,1000.0,950.0
2026-07-14,1000.0,1020.0
2026-07-15,1120.0,1020.0
2026-07-16,1120.0,1020.0
2026-07-17,1070.0,1020.0
2026-07-20,1120.0,1025.0
2026-07-21,1120.0,1025.0
2026-07-22,1120.0,1025.0
2026-07-23,1045.0,1025.0
2026-07-24,1045.0,1020.0
2026-07-27,1120.0,1035.0
2026-07-28,1120.0,1035.0
2026-07-29,1120.0,1050.0
2026-07-30,1120.0,1020.0
2026-07-31,1120.0,1020.0
2026-08-03,1120.0,1020.0
2026-08-04,1120.0,1055.0
2026-08-05,1120.0,1055.0
2026-08-06,1120.0,1070.0
2026-08-07,1140.0,1097.5
2026-08-10,1120.0,1130.0
2026-08-11,1120.0,1130.0
2026-08-12,1120.0,1130.0
2026-08-13,1200.0,1150.0
2026-08-14,1200.0,1060.0
2026-08-17,1200.0,1145.0
2026-08-18,1200.0,1060.0
2026-08-19,1200.0,1060.0
2026-08-20,1120.0,1145.0
2026-08-21,1200.0,1145.0
2026-08-24,1200.0,1150.0
2026-08-25,1200.0,1150.0
2026-08-26,1200.0,1150.0
2026-08-27,1200.0,1150.0
2026-08-28,1200.0,1150.0
2026-08-31,1200.0,1150.0
2026-09-01,1140.0,1120.0
2026-09-02,1140.0,1120.0
2026-09-03,1140.0,1115.0
2026-09-04,1140.0,1120.0
2026-09-07,1140.0,1060.0
2026-09-08,1140.0,1060.0
2026-09-09,1140.0,1060.0
2026-09-10,1140.0,1060.0
2026-09-11,1070.0,1075.0
2026-09-14,1050.0,1060.0
2026-09-15,1050.0,1040.0
2026-09-16,1065.0,1040.0
2026-09-17,1065.0,1060.0
2026-09-18,1065.0,1060.0
2026-09-21,1065.0,1000.0
2026-09-22,1065.0,1000.0
2026-09-23,1065.0,1000.0
2026-09-24,1065.0,1000.0
